1,oh_itsMonte,2021-10-13T21:00:29Z,51710005100,lanzilottii lmao no damn body i just needed sum for my bio couldnt think of nun,36.830177,-76.2613,5mi,"lmao, no, damn","4, -1, -4",NA,NA,-0.33,NA
2,Ashanti_Bragg_,2021-10-13T21:00:14Z,51710005100,just posted a video  norfolk virginia httpstcorg1a0mpqya,36.830177,-76.2613,5mi,NA,NA,NA,NA,NA,NA
3,da_von23,2021-10-13T21:00:11Z,51710005100,although you may have felt manipulated into holding certain in more for taurus httpstcoqvtcw4xdiy,36.830177,-76.2613,5mi,"manipulated, certain","-1, 1","certain, more","1, 1",0,1
4,CTECH_TECH,2021-10-13T21:00:10Z,51710005100,ydontumedaddy its that time httpstcouk3y4hjhxl,36.830177,-76.2613,5mi,NA,NA,NA,NA,NA,NA
5,Watson_Walker,2021-10-13T21:00:09Z,51710005100,people you know might admire your logical way of thinking but more for sagittarius httpstcor5jxicraim,36.830177,-76.2613,5mi,admire,3,more,1,3,1
6,grovelsjon36,2021-10-13T21:00:04Z,51710005100,owen666rees plenty of coffee pondering time,36.830177,-76.2613,5mi,NA,NA,NA,NA,NA,NA
7,MonarchDining,2021-10-13T21:00:01Z,51710005100,its almost dinner time and if youre craving something quick that doesnt taste like fast food come to panera and try the chipotle chicken avocado melt  httpstcolbbib3frqx,36.830177,-76.2613,5mi,like,2,NA,NA,2,NA
8,Squerk_,2021-10-13T20:59:59Z,51710005100,can 3 of u follow the goat httpstco0ixavfuwyq,36.830177,-76.2613,5mi,NA,NA,NA,NA,NA,NA
9,JEAcott23,2021-10-13T20:59:56Z,51710005100,zarahsultana zero hours contracts i couldnt afford to lose a days work,36.830177,-76.2613,5mi,NA,NA,work,1,NA,1
10,jdr1974,2021-10-13T20:59:45Z,51710005100,lizzywends treasure him ,36.830177,-76.2613,5mi,treasure,2,NA,NA,2,NA
11,AllxEvol,2021-10-13T20:59:45Z,51710005100,shonwixk shittin me,36.830177,-76.2613,5mi,NA,NA,NA,NA,NA,NA
12,realTomChapman,2021-10-13T20:59:42Z,51710005100,jwolanski2 leafscup2020 keep going,36.830177,-76.2613,5mi,NA,NA,NA,NA,NA,NA
13,PNellytime,2021-10-13T20:59:38Z,51710005100,that means she tired of you  httpstcoqs7onphldb,36.830177,-76.2613,5mi,tired,-2,tired,-1,-2,-1
14,TyClouted,2021-10-13T20:59:37Z,51710005100,swazlol as you get older the bones in the mouth become harder making them difficult to remove,36.830177,-76.2613,5mi,difficult,-1,difficult,-1,-1,-1
15,EianBJones,2021-10-13T20:56:33Z,51710005100,ladysideshow as you shouldwe stan the wetworks over here,36.830177,-76.2613,5mi,NA,NA,NA,NA,NA,NA
16,Mbellieu1975,2021-10-13T20:59:25Z,51710005100,long day httpstcoa3c91eqbi8,36.830177,-76.2613,5mi,NA,NA,NA,NA,NA,NA
17,roderickgraham,2021-10-13T20:51:21Z,51710005100,really httpstcou5jzsv7uki,36.830177,-76.2613,5mi,NA,NA,NA,NA,NA,NA
18,SadeSmartySkirt,2021-10-13T20:59:04Z,51710005100,more traffic,36.830177,-76.2613,5mi,NA,NA,more,1,NA,1
19,StokesTheKid,2021-10-13T20:59:02Z,51710005100,protoj15 proud of you big bro ,36.830177,-76.2613,5mi,"proud, big","2, 1",NA,NA,1.5,NA
20,kluekluxeky,2021-10-13T20:58:53Z,51710005100,fuckin on someone else amp textin like u want me disrespectful u playin w my intelligence u should b tryna better me ,36.830177,-76.2613,5mi,"like, want, better","2, 1, 2",better,1,1.67,1
21,VictoriaLynnAn3,2021-10-13T20:58:50Z,51710005100,whatgoingdowney no dak is not a disappointment dont talk about my quarter back hes the best dak prescott,36.830177,-76.2613,5mi,"no, disappointment, best","-1, -2, 3","disappointment, best","-1, 1",0,0
22,BostonMarketJob,2021-10-13T20:58:50Z,51710005100,this job might be a great fit for you cook  restaurant team member 3rd shift  httpstcoczvaroxax5 bostonmarket cook,36.830177,-76.2613,5mi,"great, fit","3, 1",NA,NA,2,NA
23,nymphocherie,2021-10-13T20:58:38Z,51710005100,goodpoliticguy like say youre selfish and go,36.830177,-76.2613,5mi,"like, selfish","2, -3",NA,NA,-0.5,NA
24,mstevensdesign,2021-10-13T20:58:34Z,51710005100,starting my journey for the google ux design certificate,36.830177,-76.2613,5mi,NA,NA,NA,NA,NA,NA
25,brickWAVY,2021-10-13T20:58:26Z,51710005100,samuel l jackson graduated from morehouse in 72 damn  k hart voice ,36.830177,-76.2613,5mi,damn,-4,NA,NA,-4,NA
26,PhyllisBrother1,2021-10-13T20:58:06Z,51710005100,abackuptasha troubleshade yep rota wants them back for the pics amp making money but would not change coursethey would still abuse amp dehumanize m and the children daily recent yougov poll asking if hampm should cart lili diana back to uk for christening smh,36.830177,-76.2613,5mi,"abuse, dehumanize","-3, -2",NA,NA,-2.5,NA
27,PistolCityAP,2021-10-13T20:53:10Z,51710005100,theerealmiki not your boy  keep thinking black americans dont have no power you finna see it real soon anyway ,36.830177,-76.2613,5mi,no,-1,NA,NA,-1,NA
28,NO1STYLISS,2021-10-13T20:57:51Z,51710005100,i just cant help myself  crawfish seafood foodie httpstcodazdakqyi0,36.830177,-76.2613,5mi,help,2,cant,-1,2,-1
29,Strange_Remains,2021-10-13T20:57:49Z,51710005100,tsmaccess pets balconies and pools please ,36.830177,-76.2613,5mi,please,1,NA,NA,1,NA
30,LivArchitects,2021-10-13T20:57:49Z,51710005100,so hes just popped a very expensive static caravan up on a concrete plinth then,36.830177,-76.2613,5mi,NA,NA,NA,NA,NA,NA
31,D4n13l_C13,2021-10-13T20:57:47Z,51710005100,missg38 theroryjohn tweetdec yep confirmed i remember all of these,36.830177,-76.2613,5mi,NA,NA,NA,NA,NA,NA
32,duke4life07,2021-10-13T20:57:32Z,51710005100,tcbellwood davechappelle this man aint been on this account in 9 years first of all and second of allyou missed his point,36.830177,-76.2613,5mi,missed,-2,NA,NA,-2,NA
33,AirMare23,2021-10-13T20:57:30Z,51710005100,donniewahlberg awesomesauce ,36.830177,-76.2613,5mi,NA,NA,NA,NA,NA,NA
34,bill_carnes,2021-10-13T20:57:27Z,51710005100,swasports congratulations,36.830177,-76.2613,5mi,congratulations,2,NA,NA,2,NA
35,47ozNik,2021-10-13T20:57:21Z,51710005100,tashp thrifted 4 of them hoes to the left gems,36.830177,-76.2613,5mi,NA,NA,NA,NA,NA,NA
36,13MikeGooding,2021-10-13T20:57:12Z,51710005100,expert tells lawmakers that violent domestic extremist groups are actively recruiting military vets they feed these vulnerable individuals a concoction of lies and an unrelenting narrative of political and social grievance 13newsnow httpstcodp5f1rup1d,36.830177,-76.2613,5mi,"violent, vulnerable","-3, -2",NA,NA,-2.5,NA
37,k_rheubottom,2021-10-13T20:57:11Z,51710005100,louuievee uh bitch,36.830177,-76.2613,5mi,bitch,-5,NA,NA,-5,NA
38,trevontaylorjr,2021-10-13T20:57:11Z,51710005100,almost time  httpstcos8tkdoqhb2,36.830177,-76.2613,5mi,NA,NA,NA,NA,NA,NA
39,virginianpilot,2021-10-13T20:57:07Z,51710005100,musical star jane powell to be remembered saturday on tmc mal vincent remembers her notsofun run in norfolkhttpstcoqde6gu7ozw,36.830177,-76.2613,5mi,NA,NA,NA,NA,NA,NA
40,capturedbyscoti,2021-10-13T20:57:05Z,51710005100,rocckbaby you watch the full video   the end was funny asap,36.830177,-76.2613,5mi,funny,4,NA,NA,4,NA
41,TheBlackNerd,2021-10-13T20:57:01Z,51710005100,yellowcardigan tommchenry probably one cursed one,36.830177,-76.2613,5mi,NA,NA,NA,NA,NA,NA
42,good_elo,2021-10-13T20:56:48Z,51710005100,nspraed i really enjoyed the prompt,36.830177,-76.2613,5mi,NA,NA,enjoyed,1,NA,1
43,courtneyalch,2021-10-13T20:56:42Z,51710005100,wiping bitches noses off this app httpstcoctjzu0k4a5,36.830177,-76.2613,5mi,bitches,-5,NA,NA,-5,NA
44,DroptopSki,2021-10-13T20:56:18Z,51710005100,omm and kids  httpstcowy58ohg5x5,36.830177,-76.2613,5mi,NA,NA,NA,NA,NA,NA
45,andrewian84,2021-10-13T20:56:14Z,51710005100,adcramps haha they have the time of their lives dont they httpstcordbr6wy1eh,36.830177,-76.2613,5mi,haha,3,NA,NA,3,NA
46,creditqueen_,2021-10-13T20:55:54Z,51710005100,ive had a great day so far how about you,36.830177,-76.2613,5mi,great,3,NA,NA,3,NA
47,afrugalchick,2021-10-13T20:55:50Z,51710005100,new at httpstcof12fj7sj0s 10in1 combo game table set w pool foosball pi httpstcoatoyq2zfw5,36.830177,-76.2613,5mi,NA,NA,NA,NA,NA,NA
48,goodlookschief,2021-10-13T20:55:40Z,51710005100,niggas so offensive knowing they aint got no defense,36.830177,-76.2613,5mi,"niggas, no","-5, -1",NA,NA,-3,NA
49,chrissie_holt,2021-10-13T20:55:10Z,51710005100,jackdunc1 exactly,36.830177,-76.2613,5mi,NA,NA,NA,NA,NA,NA
50,no1cruehead,2021-10-13T20:54:43Z,51710005100,well damn mytwitteranniversary httpstcopomcvguabg,36.830177,-76.2613,5mi,damn,-4,NA,NA,-4,NA
51,jillsymone_,2021-10-13T20:54:41Z,51710005100,youngwildtycoon nothing new it was that bad when i was there amp that was back in 20092014 i know i was a horrible college student,36.830177,-76.2613,5mi,"bad, horrible","-3, -3",bad,-1,-3,-1
52,musicnerdzradio,2021-10-13T20:54:33Z,51710005100,the jets  crush on you extended,36.830177,-76.2613,5mi,crush,-1,NA,NA,-1,NA
53,tommy_scrapegod,2021-10-13T20:54:31Z,51710005100,kingjodice just incase you gotta save the alcohol out the burning barracks while gettin shot at by a drone from above,36.830177,-76.2613,5mi,save,2,above,1,2,1
54,thesamekilo,2021-10-13T20:54:24Z,51710005100,why we aint get a warning bout these gas prices like the fake shortage i sholl woulda been  the pump fillin up gas cans for 270,36.830177,-76.2613,5mi,"warning, like, fake, shortage","-3, 2, -3, -2",NA,NA,-1.5,NA
55,odrog_ho,2021-10-13T20:54:11Z,51710005100,women brag about men falling  asleep after sex like they be the ones deep stroking putting bodies against walls and power thrusting its a full body workout when its done right maam respectfully ,36.830177,-76.2613,5mi,"falling, like","-1, 2",falling,-1,0.5,-1
56,SanguineShooter,2021-10-13T20:54:02Z,51710005100,i get that this one was about fat joe lbut all over twitter i see this sentiment that rap is not white culture and they should not be discussing or analyzing it i got shit to say about art and specifically rap and it bothers me that some people would discredit my opinion,36.830177,-76.2613,5mi,"shit, bothers","-4, -2",NA,NA,-3,NA
57,MalahPls,2021-10-13T20:53:47Z,51710005100,ironspike whew i closed my eyes and yep i can still remember the next panel if i think hard enough and unfortunately i also remembered bens order ugh,36.830177,-76.2613,5mi,hard,-1,hard,-1,-1,-1
58,trulibra1978,2021-10-13T20:53:41Z,51710005100,make the most out of your backyard with these landscapingtips  httpstco7nocjdvrtf httpstco31yyp2h04z,36.830177,-76.2613,5mi,NA,NA,most,1,NA,1
59,TheLifeOfPxblo,2021-10-13T20:53:24Z,51710005100,this is such nonsense i stg httpstcoxyp1ygubof,36.830177,-76.2613,5mi,nonsense,-2,NA,NA,-2,NA
60,DailyPowrRangrs,2021-10-13T20:53:20Z,51710005100,jimbevan85 i smoke 2 joints with my tiger zordand it makes me feel alright ,36.830177,-76.2613,5mi,NA,NA,NA,NA,NA,NA
61,pomijo1992,2021-10-13T20:53:18Z,51710005100,mugslug choose violence yay violence,36.830177,-76.2613,5mi,"violence, violence","-3, -3",NA,NA,-3,NA
62,ARoomWithAPoo,2021-10-13T20:53:15Z,51710005100,heimaeyita nottinghillnerd if youre referring to the 28mil auction that was for a seat on the launch with bezos the reports ive seen priced these seats at 250k300k,36.830177,-76.2613,5mi,NA,NA,NA,NA,NA,NA
63,tmj_orf_itpm,2021-10-13T20:53:14Z,51710005100,bae systems is looking for teammates like you see our latest projectmgmt job openings including director of programs  norfolk ship repair via the link in our bio norfolk va,36.830177,-76.2613,5mi,like,2,NA,NA,2,NA
64,Sharkcity_Ave,2021-10-13T20:53:12Z,51710005100,coachcorleon3 i see you my nigga,36.830177,-76.2613,5mi,NA,NA,NA,NA,NA,NA
65,CoachMarshall,2021-10-13T20:52:54Z,51710005100,i get around  httpstcoui87mvseo8,36.830177,-76.2613,5mi,NA,NA,NA,NA,NA,NA
66,SuprDuprRupert,2021-10-13T20:52:49Z,51710005100,a proud 57 short king httpstcorfejgjpehp,36.830177,-76.2613,5mi,proud,2,NA,NA,2,NA
67,KingWynn_5,2021-10-13T20:52:49Z,51710005100,gc2x gone head ,36.830177,-76.2613,5mi,NA,NA,NA,NA,NA,NA
68,DrLectersMask,2021-10-13T20:52:47Z,51710005100,1toughmudder anthonyleroy91 mudder knows how sy operates tina trust me,36.830177,-76.2613,5mi,trust,1,trust,1,1,1
69,NoelSan101,2021-10-13T20:52:44Z,51710005100,etikamemories lol i remember this,36.830177,-76.2613,5mi,lol,3,NA,NA,3,NA
70,MimiB1121,2021-10-13T20:52:42Z,51710005100,mojaditaxoxo oh hes gonna get it httpstcov8bslqqh5x,36.830177,-76.2613,5mi,NA,NA,NA,NA,NA,NA
71,WODUplaylist,2021-10-13T20:52:08Z,51710005100,big d and the kids table  toyed   nowplayingwodustudios collegeradio listenlive,36.830177,-76.2613,5mi,big,1,NA,NA,1,NA
72,KingdomKhi,2021-10-13T20:52:01Z,51710005100,wack httpstco4w6vvc0odz httpstcoqrbjcvpg4j,36.830177,-76.2613,5mi,NA,NA,NA,NA,NA,NA
73,winging1t,2021-10-13T20:51:33Z,51710005100,mumbrianspinner gellyfsh wearing the blue ive been shagged mark with pride ,36.830177,-76.2613,5mi,NA,NA,NA,NA,NA,NA
74,Russell22998582,2021-10-13T20:51:33Z,51710005100,just so you know httpstcobcpwidrbaj,36.830177,-76.2613,5mi,NA,NA,NA,NA,NA,NA
75,kaaymf,2021-10-13T20:51:26Z,51710005100,if he aint obsessed ion want no dealings ,36.830177,-76.2613,5mi,"obsessed, want, no","2, 1, -1",NA,NA,0.67,NA
76,Smith_SCA,2021-10-13T20:51:19Z,51710005100,tigers the ballots close at 9pm tonight dont miss casting your vote oscarsmithhigh ibatsmith httpstcorepn3ei2kd,36.830177,-76.2613,5mi,miss,-2,NA,NA,-2,NA
77,g_itchcat,2021-10-13T20:51:09Z,51710005100,cat d3d91c1aaa3b758b744aa0ffeeaf6fe9bf88fd6d httpstcoylwqwjwrky,36.830177,-76.2613,5mi,NA,NA,NA,NA,NA,NA
78,bottleboxbeer,2021-10-13T20:50:51Z,51710005100,just posted a photo  bottlebox httpstcosvxnrwagvo,36.830177,-76.2613,5mi,NA,NA,NA,NA,NA,NA
79,PitmasterJW,2021-10-13T20:50:29Z,51710005100,gaascloud it was thank you,36.830177,-76.2613,5mi,thank,2,NA,NA,2,NA
80,Sopstic,2021-10-13T20:50:07Z,51710005100,are you okay like genuinely okay  no httpstcoqppt1rx8rf,36.830177,-76.2613,5mi,"like, no","2, -1",NA,NA,0.5,NA
81,chriswill_84,2021-10-13T20:50:04Z,51710005100,redbox yeah its pretty obviouseven with 2 emojis,36.830177,-76.2613,5mi,"yeah, pretty","1, 1",NA,NA,1,NA
82,DBSchenkerUSA,2021-10-13T20:50:02Z,51710005100,port of charleston importing more consumer goods than ever before  freightwaves examines  ports shipping oceanfreighthttpstcotrrcdort5l,36.830177,-76.2613,5mi,NA,NA,more,1,NA,1
83,YoungRose4L,2021-10-13T20:49:54Z,51710005100, rip kix cannot stress how huge of a role you played in the r6 community ill be exclusively using your in game charm from today on httpstcoaheqkih3ak,36.830177,-76.2613,5mi,"huge, ill, charm","1, -2, 3",cannot,-1,0.67,-1
84,Cannydc1,2021-10-13T20:49:41Z,51710005100,nibblerrat lewisgoodall but no resignations no apologies just bluster and bluffthis is a very dark alley we are walking down,36.830177,-76.2613,5mi,"no, no","-1, -1",down,-1,-1,-1
85,dooobrah,2021-10-13T20:49:04Z,51710004600,kottke jesus that looks good and it has a plot will they wont they make the deadline no spoilers plz,36.84486,-76.25199,5mi,"jesus, good, no","1, 3, -1",good,1,1,1
86,ElizabethCCC4,2021-10-13T20:49:00Z,51710004600,say no to 1 use plastic and use refillable products like this one bodyshop hand wash in refillable bottles httpstcocfxgooi9ru,36.84486,-76.25199,5mi,"no, like","-1, 2",NA,NA,0.5,NA
87,AthleticsNA,2021-10-13T20:48:49Z,51710004600,jo football 60 yard td pass davis steadman to jay mccaa xp attempt no good 1412 bulldogs 457 left in 4th,36.84486,-76.25199,5mi,"no, good","-1, 3",good,1,1,1
88,PES_Mustangs,2021-10-13T20:57:50Z,51710006901,we are so thankful for our cafeteria ladies thank you for everything you do for our students happy cafeteria staff appreciation day krsimp22 mrsstephlopez peslauber httpstco2lho1hgzyd,36.84885,-76.206215,5mi,"thankful, thank, happy, appreciation","2, 2, 3, 2",NA,NA,2.25,NA
89,MarkWroxham,2021-10-13T20:48:44Z,51710006901,siameseabby a jumped up cook who cant cope with being a loserspecialises in quote tweet replies to criticise brexitover 5 years and still grizzling ,36.84885,-76.206215,5mi,NA,NA,cant,-1,NA,-1
90,JohnnyKrills,2021-10-13T20:48:39Z,51710006901,i need base god to put curses of a few mf i dont like  cant ball yo way outta this one bitch,36.84885,-76.206215,5mi,"god, like, bitch","1, 2, -5",cant,-1,-0.67,-1
